state,pincode,year,quater,transaction_count,transaction_amount
karnataka,560100,2019,q4,5715071,4180543682.137229
karnataka,560076,2019,q4,4874891,4166592351.03039
karnataka,560103,2019,q4,4782743,4221264328.1047115
karnataka,560066,2019,q4,4591973,3850220029.48918
karnataka,560078,2019,q4,4152231,4053813623.1744967
karnataka,560043,2019,q4,3212130,3324316259.4523993
karnataka,560048,2019,q4,3079311,2770576479.680187
karnataka,560001,2020,q1,57330889,81134886975.52737
karnataka,560068,2020,q1,8405450,7535415165.4156
karnataka,560037,2020,q1,7465398,6691101930.332184
karnataka,560100,2020,q1,5915500,4655314993.588518
karnataka,560076,2020,q1,5236440,4714075798.715652
karnataka,560103,2020,q1,5083664,4577206344.933306
karnataka,560066,2020,q1,4764049,4263466183.7803307
karnataka,560078,2020,q1,4471072,4598592058.920128
karnataka,560043,2020,q1,3603586,3828096750.8862906
karnataka,560048,2020,q1,3269181,3036342839.9664307
karnataka,560001,2020,q2,38973791,66590268182.41567
karnataka,560068,2020,q2,5219518,5289290543.736636
karnataka,560037,2020,q2,3913533,3971738432.8637066
karnataka,560076,2020,q2,3436124,3478334908.19147
karnataka,560100,2020,q2,3088811,2868440309.849668
karnataka,560078,2020,q2,2993252,3422857621.4173446
karnataka,560066,2020,q2,2403434,2548374507.201984
karnataka,560043,2020,q2,2338058,2755025955.0031548
karnataka,560091,2020,q2,2199155,2935278568.13928
karnataka,560067,2020,q2,2196048,2369904870.0520215
karnataka,560001,2020,q3,56516908,95602796543.47356
karnataka,560068,2020,q3,7054454,7600500787.564055
karnataka,560076,2020,q3,4524287,4895054054.037458
karnataka,560078,2020,q3,4289114,5196728182.23589
karnataka,560037,2020,q3,4264534,4558580044.307885
karnataka,560100,2020,q3,4135171,4019712974.9860735
karnataka,560043,2020,q3,3420296,4217249449.3559895
karnataka,560091,2020,q3,3368396,4889720050.386913
karnataka,560058,2020,q3,3252549,4506054757.8201065
karnataka,560064,2020,q3,3067497,4089464596.7782416
karnataka,560001,2020,q4,56310863,93518053649.26508
karnataka,560068,2020,q4,10785785,11322501094.514175
karnataka,560076,2020,q4,7038825,7393915831.43293
karnataka,560078,2020,q4,6889794,8166543231.703449
karnataka,560100,2020,q4,6276214,5910766755.672085
karnataka,560037,2020,q4,6123495,6326770347.039359
karnataka,560043,2020,q4,5727108,6727622944.551029
karnataka,560091,2020,q4,5177157,7541528486.787478
karnataka,560058,2020,q4,5175484,7030710384.586107
karnataka,560064,2020,q4,4855035,6333062815.600198
karnataka,560001,2021,q1,111898471,154275126291.57782
karnataka,560068,2021,q1,12064288,12242363901.28056
karnataka,560076,2021,q1,8039229,8082595491.720546
karnataka,560078,2021,q1,7802876,8722484146.764801
karnataka,560037,2021,q1,7275346,7300677514.802685
karnataka,560100,2021,q1,6853014,6229275890.411031
karnataka,560043,2021,q1,6346882,7222768676.872352
karnataka,560091,2021,q1,5772520,7981648746.172419
karnataka,560064,2021,q1,5662067,6836955396.193855
karnataka,560058,2021,q1,5642004,7346427540.610056
karnataka,560001,2021,q2,123224371,183498284704.33478
karnataka,560068,2021,q2,10085408,11339602290.459164
karnataka,560076,2021,q2,6656017,7602100083.517555
karnataka,560078,2021,q2,6608856,8211710743.90263
karnataka,560037,2021,q2,5877545,6739551217.132662
karnataka,560100,2021,q2,5812440,5937927316.85524
karnataka,577006,2021,q2,5607333,10946396613.609468
karnataka,560043,2021,q2,5527079,6801316218.629841
karnataka,560091,2021,q2,5308121,7850450555.737431
karnataka,575006,2021,q2,5093065,10214095740.816475
karnataka,560001,2021,q3,171396431,241306340924.0064
karnataka,560068,2021,q3,14623854,16040642648.22071
karnataka,560078,2021,q3,9785218,11904916257.160776
karnataka,560076,2021,q3,9738793,10772233047.8478
karnataka,577006,2021,q3,8416485,15260316851.510262
karnataka,560100,2021,q3,8244539,8261052882.907836
karnataka,560037,2021,q3,8234529,9148018524.709347
karnataka,560043,2021,q3,8192016,10085028861.728535
karnataka,560058,2021,q3,7799936,10366833170.779675
karnataka,560091,2021,q3,7775322,11513592826.30002
karnataka,560001,2021,q4,206723470,283864051273.69073
karnataka,560068,2021,q4,18049591,19727739202.388454
karnataka,560076,2021,q4,12077917,13225374279.249357
karnataka,560078,2021,q4,11877575,14356401868.363028
karnataka,560037,2021,q4,10606419,12040506513.322227
karnataka,577006,2021,q4,10431197,18089444566.744785
karnataka,560043,2021,q4,10107378,12313741336.16619
karnataka,560100,2021,q4,9822558,10002413900.004595
karnataka,560058,2021,q4,9596609,12429055311.597095
karnataka,560091,2021,q4,9578828,13979225085.142822
karnataka,560001,2022,q1,224793308,308663371704.6546
karnataka,560068,2022,q1,20226669,22210300733.91461
karnataka,560076,2022,q1,13452682,14741542800.453161
karnataka,560078,2022,q1,13374224,16036043456.390444
karnataka,560037,2022,q1,11931962,13678730160.975933
karnataka,577006,2022,q1,11370123,19174843770.63567
karnataka,560043,2022,q1,11337710,13842727969.772015
karnataka,560058,2022,q1,10935539,14153604946.043581
karnataka,560091,2022,q1,10867507,15929339299.049034
karnataka,560100,2022,q1,10730328,11096723262.099945
karnataka,560001,2022,q2,271515853,367011500113.69904
karnataka,560068,2022,q2,24820949,27340065996.238598
karnataka,560037,2022,q2,17245624,20035875369.7892
karnataka,560076,2022,q2,16326880,18187152010.011505
karnataka,560078,2022,q2,15927103,19248644500.372673
karnataka,577006,2022,q2,14838722,23612509576.632107
karnataka,560043,2022,q2,13973514,17318945670.03331
karnataka,560100,2022,q2,13480485,14103989322.078636
karnataka,560058,2022,q2,12489370,16135291370.066357
karnataka,560091,2022,q2,12456422,18244954853.62682
karnataka,560027,2022,q3,160449902,217879670192.8064
karnataka,560001,2022,q3,43509658,59429627681.560135
karnataka,560068,2022,q3,26365682,28299556541.091118
karnataka,560037,2022,q3,19914683,22771848870.813103
karnataka,560076,2022,q3,17191585,18730781382.754765
karnataka,560078,2022,q3,16244679,19221979640.676033
karnataka,560043,2022,q3,14857948,18022775798.94892
karnataka,560100,2022,q3,14586151,14952745407.906017
karnataka,560058,2022,q3,12782193,15971693143.784006
karnataka,560091,2022,q3,12694300,17996548092.81006
karnataka,560027,2022,q4,290033166,383980424744.5664
karnataka,560068,2022,q4,28204959,29734037876.806923
karnataka,560037,2022,q4,21492132,24055964066.38382
karnataka,560076,2022,q4,18404903,19635399142.967796
karnataka,560078,2022,q4,17422425,20350512916.46483
karnataka,560043,2022,q4,16004053,19008365237.763973
karnataka,560100,2022,q4,15780250,15956292735.72114
karnataka,560066,2022,q4,13776420,14957685572.866879
karnataka,560064,2022,q4,13758871,17247779515.67107
karnataka,560058,2022,q4,13689115,16826143194.410742
kerala,682035,2018,q1,56906,81512699.9029796
kerala,676517,2018,q1,46257,56918286.759117536
kerala,680001,2018,q1,30183,43810849.98172692
kerala,673020,2018,q1,28246,37267431.17255093
kerala,686001,2018,q1,25369,35989345.34481089
kerala,678001,2018,q1,24581,36699052.64175586
kerala,682042,2018,q1,21871,32421507.426630277
kerala,695014,2018,q1,21835,38469517.55099669
kerala,673585,2018,q1,17972,23134345.383249465
kerala,691001,2018,q1,16447,24921038.44169031
kerala,682035,2018,q2,78839,161633712.1501858
kerala,676517,2018,q2,53515,88663445.2241711
kerala,673020,2018,q2,40292,75984073.30868506
kerala,680001,2018,q2,38451,72684138.14515224
kerala,686001,2018,q2,30333,57600105.62318556
kerala,682042,2018,q2,28431,47621370.06745951
kerala,695014,2018,q2,26794,57392012.69495672
kerala,678001,2018,q2,26636,49834603.16052181
kerala,673585,2018,q2,21014,39515052.757997066
kerala,691001,2018,q2,20473,41187534.790603206
kerala,682035,2018,q3,114548,186055914.09882063
kerala,673020,2018,q3,61657,95901141.02779779
kerala,676517,2018,q3,57721,93295318.12828793
kerala,680001,2018,q3,53939,93396010.97795437
kerala,686001,2018,q3,47124,72787206.89228892
kerala,682042,2018,q3,39219,66237424.89596899
kerala,695014,2018,q3,33399,76136372.13837826
kerala,678001,2018,q3,32261,52125275.7327912
kerala,691001,2018,q3,27473,53159544.16120797
kerala,673585,2018,q3,25681,39966721.109387964
kerala,682035,2018,q4,126832,231015924.25451952
kerala,680001,2018,q4,63889,123446719.39383575
kerala,673020,2018,q4,62141,112301882.73746695
kerala,682042,2018,q4,62060,97985135.07348408
kerala,676517,2018,q4,55922,94043155.73272653
kerala,686001,2018,q4,52019,98947983.66652015
kerala,695014,2018,q4,43232,95603468.56077115
kerala,678001,2018,q4,41581,80030451.72478761
kerala,682024,2018,q4,36223,67588797.02889231
kerala,695001,2018,q4,33334,68504440.65191163
kerala,682035,2019,q1,424794,698184963.1885434
kerala,680001,2019,q1,152326,253001832.07161877
kerala,695014,2019,q1,102836,182629210.02130088
kerala,686001,2019,q1,93725,150368503.77932933
kerala,676517,2019,q1,91865,130450854.57841897
kerala,682042,2019,q1,87940,125027977.15621427
kerala,673020,2019,q1,73381,100551145.09441414
kerala,678001,2019,q1,57653,96589420.36973214
kerala,695581,2019,q1,49868,76705656.96769725
kerala,682024,2019,q1,49330,86216550.48514281
kerala,682035,2019,q2,1095414,1915531173.7280126
kerala,680001,2019,q2,344201,614084436.4711778
kerala,695014,2019,q2,241274,432671232.8564364
kerala,686001,2019,q2,129126,243370487.30779082
kerala,676517,2019,q2,90823,152647787.92424476
kerala,682042,2019,q2,82406,127497766.92935768
kerala,670017,2019,q2,57524,117265001.45364532
kerala,682024,2019,q2,51192,92463807.4894591
kerala,695001,2019,q2,47985,92427227.06089757
kerala,688012,2019,q2,46891,84767048.55101582
kerala,682035,2019,q3,922736,2232586026.2426395
kerala,680001,2019,q3,269925,685319703.0242147
kerala,695014,2019,q3,219352,543773963.5856365
kerala,686001,2019,q3,122010,314500337.13725847
kerala,682042,2019,q3,121617,163274424.1497054
kerala,682024,2019,q3,76457,121592902.2597808
kerala,695001,2019,q3,75266,128367806.34467186
kerala,676517,2019,q3,69125,169120258.60498452
kerala,695581,2019,q3,66597,97078413.08417547
kerala,682025,2019,q3,66170,102983937.97379947
kerala,682035,2019,q4,1169059,2475669826.205605
kerala,680001,2019,q4,376442,854756957.5185084
kerala,695014,2019,q4,276115,606376650.3602734
kerala,686001,2019,q4,172682,404584685.81804526
kerala,682042,2019,q4,162826,227570183.31924766
kerala,682016,2019,q4,152224,309703730.02672434
kerala,695001,2019,q4,125570,221675071.93083
kerala,682024,2019,q4,100100,145416354.08496454
kerala,695581,2019,q4,92423,118886591.31371072
kerala,682025,2019,q4,92329,130539724.54745576
kerala,682016,2020,q1,1364356,2874455684.652919
kerala,680001,2020,q1,497689,1117395607.5644667
kerala,682003,2020,q1,421571,944514253.7696829
kerala,695001,2020,q1,363718,794855059.3254321
kerala,682042,2020,q1,359054,622312023.1150094
kerala,673032,2020,q1,341861,721176207.0807674
kerala,682036,2020,q1,227320,470520766.2242434
kerala,686001,2020,q1,220877,506120170.92763764
kerala,682024,2020,q1,117801,164795922.46555993
kerala,695581,2020,q1,111524,133843168.6482603
kerala,682016,2020,q2,1783976,4560849554.441608
kerala,680001,2020,q2,380483,1000017282.7133591
kerala,682003,2020,q2,255872,614649926.1720719
kerala,695001,2020,q2,242530,577245769.771527
kerala,682036,2020,q2,194815,457541254.44450635
kerala,673032,2020,q2,188347,455019619.74895096
kerala,686001,2020,q2,141765,390990529.12594193
kerala,682042,2020,q2,125297,205983157.9332561
kerala,676504,2020,q2,118227,266272942.52741966
kerala,682038,2020,q2,73188,141011603.52223673
kerala,682016,2020,q3,1781390,4453697066.566498
kerala,682003,2020,q3,640704,1612014283.7124972
kerala,680001,2020,q3,508929,1502501615.7469406
kerala,673032,2020,q3,276784,665919817.8057573
kerala,676504,2020,q3,260256,652353313.7491207
kerala,686001,2020,q3,210014,593347550.8452176
kerala,691001,2020,q3,175285,426945129.9104941
kerala,682042,2020,q3,165204,218212462.74966913
kerala,695001,2020,q3,162293,376286363.8690087
kerala,682024,2020,q3,124208,175719166.3823725
kerala,682016,2020,q4,1782552,3715184494.2862844
kerala,682003,2020,q4,661831,1417045188.1926427
kerala,680001,2020,q4,522431,1353324495.5291076
kerala,673032,2020,q4,345569,653148567.7994026
kerala,682042,2020,q4,318495,335094355.14334625
kerala,682024,2020,q4,295043,344493499.72119534
kerala,676504,2020,q4,288515,588994551.4905192
kerala,682025,2020,q4,243156,281190848.0585133
kerala,695001,2020,q4,242334,473317381.2414259
kerala,682020,2020,q4,228127,288083489.1507693
kerala,682016,2021,q1,4083761,6009560474.532877
kerala,682003,2021,q1,1444566,2261928517.210402
kerala,680001,2021,q1,1204345,2308949162.171064
kerala,676504,2021,q1,716927,1059483084.1743395
kerala,673032,2021,q1,700942,1059786486.5001254
kerala,686001,2021,q1,445178,778875578.6139554
kerala,695001,2021,q1,426500,788333934.2269999
kerala,682042,2021,q1,397188,406369035.08084226
kerala,682024,2021,q1,380649,397157582.78983474
kerala,691001,2021,q1,351230,655067359.0204828
kerala,682016,2021,q2,5021464,6942814062.7759
kerala,682003,2021,q2,1734880,2526827007.4252086
kerala,680001,2021,q2,1450332,2634779334.830291
kerala,676504,2021,q2,797106,1132559461.3820748
kerala,673032,2021,q2,719086,1159489238.655241
kerala,686001,2021,q2,558513,942365129.8799086
kerala,695001,2021,q2,464554,948105256.7308748
kerala,691001,2021,q2,394496,744530500.7858074
kerala,682042,2021,q2,364155,375682651.394161
kerala,682036,2021,q2,306976,405113745.20460993
kerala,682016,2021,q3,6568348,9071786449.891975
kerala,682003,2021,q3,2217365,3251612769.5628533
kerala,680001,2021,q3,1836735,3335249297.1182175
kerala,676504,2021,q3,1078881,1506288095.0652595
kerala,673032,2021,q3,1078867,1708928757.630698
kerala,686001,2021,q3,680014,1177241028.4055138
kerala,695001,2021,q3,631261,1256822408.339543
kerala,682042,2021,q3,512638,525900402.73725814
kerala,691001,2021,q3,508345,1029996244.6479121
kerala,682024,2021,q3,447797,486601759.08711857
kerala,682016,2021,q4,8930087,11255618548.128666
kerala,682003,2021,q4,2715548,3744658866.7402086
kerala,680001,2021,q4,2199213,3766168323.3930664
kerala,676504,2021,q4,1341706,1697783536.4031794
kerala,673032,2021,q4,1273522,1911121015.3320866
kerala,686001,2021,q4,832169,1380578481.4536495
kerala,695001,2021,q4,782037,1476373896.6673515
kerala,682042,2021,q4,691491,679531756.4620703
kerala,691001,2021,q4,622328,1310012684.394854
kerala,682024,2021,q4,620902,641748823.1239398
kerala,682016,2022,q1,10668279,13096227726.701626
kerala,682003,2022,q1,3301409,4429522355.564033
kerala,680001,2022,q1,2665641,4519430336.875703
kerala,676504,2022,q1,1593062,1955707695.502362
kerala,673032,2022,q1,1344633,2002683741.5081577
kerala,686001,2022,q1,963050,1567012323.1801991
kerala,695001,2022,q1,908269,1693134508.228512
kerala,691001,2022,q1,826505,1847627074.4818888
kerala,682042,2022,q1,771918,759319663.4586056
kerala,682024,2022,q1,678548,664616770.8666039
kerala,682016,2022,q2,11390739,13722939471.827314
kerala,682003,2022,q2,3622092,4805305309.972138
kerala,680001,2022,q2,3244043,5413950595.691341
kerala,676504,2022,q2,1814600,2163377399.202567
kerala,673032,2022,q2,1524291,2190726657.022115
kerala,691001,2022,q2,1135098,2536084631.5411034
kerala,695001,2022,q2,1038601,1921227555.036225
kerala,686001,2022,q2,984522,1616960748.5110626
kerala,682042,2022,q2,861613,830945898.5744267
kerala,682024,2022,q2,755024,780067399.5888613
kerala,682036,2022,q3,7957281,8882654528.604155
kerala,682507,2022,q3,6910583,8367756475.456255
kerala,695001,2022,q3,3499068,4575183661.374134
kerala,680001,2022,q3,2995750,4099707371.5068607
kerala,691001,2022,q3,2214879,3098616481.1014743
kerala,686004,2022,q3,1897865,2442229812.809392
kerala,682016,2022,q3,1712502,2107780839.3820448
kerala,676517,2022,q3,1234319,1617429170.7740812
kerala,688012,2022,q3,1032141,1149920056.2801034
kerala,682024,2022,q3,1006763,1042240369.7694283
kerala,682507,2022,q4,14935118,17212516875.185562
kerala,680001,2022,q4,6143263,7259678577.20892
kerala,682036,2022,q4,4799046,5241017648.418181
kerala,695001,2022,q4,2750149,3555910885.040967
kerala,676517,2022,q4,2211184,2729911478.978895
kerala,686004,2022,q4,2038003,2649881460.8716836
kerala,691001,2022,q4,1720848,2349449285.5586557
kerala,688012,2022,q4,1254680,1420437735.6304073
kerala,678001,2022,q4,1180594,1633522648.2639046
kerala,682024,2022,q4,1174630,1176204700.313783
ladakh,194104,2018,q1,2020,3828955.0065869302
ladakh,194101,2018,q1,1308,2687004.1412541345
ladakh,194107,2018,q1,907,1172438.2670770823
ladakh,194201,2018,q1,453,730331.760636051
ladakh,194703,2018,q1,343,784034.4341519758
ladakh,194105,2018,q1,285,372502.50856631674
ladakh,194103,2018,q1,270,1458140.4024246996
ladakh,194102,2018,q1,214,392108.37107729935
ladakh,194109,2018,q1,125,422287.51846363675
ladakh,194106,2018,q1,98,215194.16782998943
ladakh,194104,2018,q2,3729,8309267.261285865
ladakh,194101,2018,q2,3139,10904079.132593857
ladakh,194107,2018,q2,2134,7552290.20406978
ladakh,194201,2018,q2,1555,4664125.294900896
ladakh,194102,2018,q2,1128,4752049.045722285
ladakh,194103,2018,q2,918,3310614.596084082
ladakh,194703,2018,q2,888,2718526.7713195444
ladakh,194105,2018,q2,827,2883469.174699771
ladakh,194109,2018,q2,276,501323.52715195087
ladakh,194401,2018,q2,204,1090861.431970323
ladakh,194104,2018,q3,5788,17149541.916428685
ladakh,194101,2018,q3,5432,19310453.105081312
ladakh,194107,2018,q3,3831,13059921.36487846
ladakh,194201,2018,q3,2473,8488742.36002268
ladakh,194102,2018,q3,1768,6866676.271421243
ladakh,194103,2018,q3,1439,4467492.064714355
ladakh,194105,2018,q3,1439,2723488.3925920613
ladakh,194703,2018,q3,1238,5352984.614705656
ladakh,194106,2018,q3,883,4038015.800257112
ladakh,194401,2018,q3,285,1775235.1133856145
ladakh,194104,2018,q4,9100,32131162.602099724
ladakh,194101,2018,q4,6526,23776399.24644202
ladakh,194107,2018,q4,5228,21335611.27194267
ladakh,194201,2018,q4,3905,16456855.181821305
ladakh,194103,2018,q4,2115,7315736.670264327
ladakh,194105,2018,q4,2051,7670728.188730611
ladakh,194703,2018,q4,1965,9248371.782299018
ladakh,194102,2018,q4,1799,6137851.003826457
ladakh,194106,2018,q4,1181,5266777.983922208
ladakh,194401,2018,q4,693,3798802.3885751935
ladakh,194104,2019,q1,12861,37420302.93301695
ladakh,194101,2019,q1,8237,27117055.584492594
ladakh,194107,2019,q1,6588,22466686.401635446
ladakh,194201,2019,q1,5019,17060651.132651757
ladakh,194105,2019,q1,2632,7337898.631565983
ladakh,194103,2019,q1,2503,8164147.918660348
ladakh,194102,2019,q1,2041,7680518.289965478
ladakh,194703,2019,q1,1885,8137333.010003834
ladakh,194106,2019,q1,1541,4488942.049262468
ladakh,194401,2019,q1,1370,6217803.825260316
ladakh,194104,2019,q2,17735,63295020.36014056
ladakh,194101,2019,q2,14988,56876989.833605215
ladakh,194201,2019,q2,7906,28898155.1417718
ladakh,194107,2019,q2,6499,24856852.82102184
ladakh,194102,2019,q2,4231,15822043.828588601
ladakh,194103,2019,q2,3828,15210861.508913623
ladakh,194105,2019,q2,3074,10966869.641619151
ladakh,194703,2019,q2,2941,10821285.393593328
ladakh,194401,2019,q2,2568,13012100.063231185
ladakh,194106,2019,q2,2228,7407619.436965435
ladakh,194104,2019,q3,23502,77525803.43935364
ladakh,194101,2019,q3,22448,87032254.92826144
ladakh,194201,2019,q3,13706,46090802.91709252
ladakh,194107,2019,q3,8879,29420436.345316596
ladakh,194401,2019,q3,4366,21531295.988504905
ladakh,194102,2019,q3,4213,14724824.542575972
ladakh,194103,2019,q3,3540,13317912.313421423
ladakh,194106,2019,q3,3475,12437364.821673151
ladakh,194105,2019,q3,2414,7630850.000177934
ladakh,194703,2019,q3,2183,8856068.892083729
ladakh,194104,2019,q4,25677,93804173.45136118
ladakh,194101,2019,q4,19933,73175814.12544616
ladakh,194201,2019,q4,12715,46549944.532595575
ladakh,194107,2019,q4,8728,34212482.94557621
ladakh,194401,2019,q4,5372,23507363.88592691
ladakh,194106,2019,q4,4376,18102525.169971935
ladakh,,2019,q4,2014,10098656.16799601
ladakh,194103,2019,q4,1521,7432483.4391312525
ladakh,194109,2019,q4,1035,4422891.100558474
ladakh,194102,2019,q4,903,4245135.133525687
ladakh,194104,2020,q1,30289,94929393.76009162
ladakh,194101,2020,q1,22693,75287768.73591267
ladakh,194201,2020,q1,13298,46293557.9571719
ladakh,194107,2020,q1,10562,35975794.00399302
ladakh,194103,2020,q1,6375,18421217.781011183
ladakh,194401,2020,q1,6291,23314389.37033766
ladakh,194106,2020,q1,5017,17311696.59900993
ladakh,194703,2020,q1,4869,15014498.55526915
ladakh,194102,2020,q1,4520,13380518.82518247
ladakh,194105,2020,q1,4084,12257718.474653965
ladakh,194104,2020,q2,38688,129402815.08383374
ladakh,194101,2020,q2,27753,94716572.92702219
ladakh,194201,2020,q2,17285,55812009.496215954
ladakh,194107,2020,q2,13133,43976698.09230614
ladakh,194103,2020,q2,9288,32883827.747635525
ladakh,194401,2020,q2,8670,33734198.393975794
ladakh,194102,2020,q2,8264,30947937.286563996
ladakh,194105,2020,q2,7237,21165123.923762888
ladakh,194703,2020,q2,7031,23692276.11660263
ladakh,194106,2020,q2,5244,17771134.590414867
ladakh,194104,2020,q3,53009,195759175.21942508
ladakh,194101,2020,q3,36318,125762209.10383196
ladakh,194201,2020,q3,33208,131788417.2799292
ladakh,194107,2020,q3,21812,80911251.92241782
ladakh,194102,2020,q3,13177,50193271.97390421
ladakh,194103,2020,q3,13164,48682989.29905912
ladakh,194401,2020,q3,11567,51535510.95584342
ladakh,194105,2020,q3,9087,31090704.288437817
ladakh,194106,2020,q3,8926,29595203.92357209
ladakh,194703,2020,q3,8098,28106789.559085622
ladakh,194104,2020,q4,79598,265446627.74241495
ladakh,194101,2020,q4,53569,186455975.80271304
ladakh,194201,2020,q4,40398,145874101.04263115
ladakh,194107,2020,q4,28650,101994102.20863494
ladakh,194103,2020,q4,19884,63335720.984377906
ladakh,194401,2020,q4,19253,76107254.40349069
ladakh,194102,2020,q4,17941,61946061.18721973
ladakh,194106,2020,q4,13802,37001878.32567723
ladakh,,2020,q4,13717,36711603.92132313
ladakh,194703,2020,q4,12137,41598849.489292465
ladakh,194104,2021,q1,69922,253778842.65696287
ladakh,194101,2021,q1,52241,188584750.97759098
ladakh,194201,2021,q1,32349,131455088.778226
ladakh,194107,2021,q1,20479,75239570.32924883
ladakh,194401,2021,q1,20189,78630023.24266252
ladakh,194103,2021,q1,17261,50249657.8673976
ladakh,194102,2021,q1,11397,36877688.47584062
ladakh,194703,2021,q1,9665,35542116.58772261
ladakh,194106,2021,q1,9664,29369812.53538941
ladakh,194105,2021,q1,9247,30460098.458588008
ladakh,194104,2021,q2,97554,344092221.32634246
ladakh,194101,2021,q2,82253,290945382.6748371
ladakh,194201,2021,q2,46730,184021708.64330217
ladakh,194107,2021,q2,27961,104196961.24413434
ladakh,194401,2021,q2,27469,110348436.69281757
ladakh,194103,2021,q2,23768,73062107.06852457
ladakh,194102,2021,q2,23109,81915521.2458953
ladakh,194105,2021,q2,15290,45575936.5836569
ladakh,194106,2021,q2,13320,43934602.79987593
ladakh,194703,2021,q2,11776,37349775.978450835
ladakh,194101,2021,q3,158592,609875579.7552676
ladakh,194104,2021,q3,134590,453246271.94474024
ladakh,194201,2021,q3,64437,269863008.4168567
ladakh,194401,2021,q3,37043,160850348.114331
ladakh,194103,2021,q3,34363,122408757.75828159
ladakh,194102,2021,q3,33291,125474392.07742149
ladakh,194107,2021,q3,33031,130954307.98520905
ladakh,194105,2021,q3,21767,68952692.57986437
ladakh,194106,2021,q3,17972,58698289.91442717
ladakh,194703,2021,q3,16103,57215433.30702903
ladakh,194104,2021,q4,152915,482150693.80578053
ladakh,194101,2021,q4,145867,501529595.87825036
ladakh,194201,2021,q4,74027,274189707.01169163
ladakh,194401,2021,q4,43146,168530928.8720181
ladakh,194107,2021,q4,38000,139391735.73762026
ladakh,194103,2021,q4,36689,112442870.84496419
ladakh,194102,2021,q4,31783,110979297.21193558
ladakh,194105,2021,q4,22207,67216234.07271755
ladakh,194703,2021,q4,21830,68873210.48487522
ladakh,194106,2021,q4,17704,56842594.13239838
ladakh,194104,2022,q1,154272,472737561.2291975
ladakh,194101,2022,q1,134589,426307081.65345216
ladakh,194201,2022,q1,76974,270445428.79312336
ladakh,194107,2022,q1,45153,152808140.1873147
ladakh,194401,2022,q1,42114,144670505.39359504
ladakh,194103,2022,q1,34785,93196976.43138848
ladakh,194102,2022,q1,26314,89483823.81015117
ladakh,194703,2022,q1,23787,73704446.76612793
ladakh,194105,2022,q1,23335,68121513.09820607
ladakh,194106,2022,q1,17551,56686258.252219945
ladakh,194101,2022,q2,295744,953619671.9154239
ladakh,194104,2022,q2,235834,687142377.4082154
ladakh,194201,2022,q2,122174,422676434.18049604
ladakh,194107,2022,q2,78094,237866441.3871275
ladakh,194401,2022,q2,77048,302237005.0231304
ladakh,194103,2022,q2,64923,179793577.05094215
ladakh,194102,2022,q2,49473,160062924.85814723
ladakh,194105,2022,q2,39622,106171675.08014886
ladakh,194703,2022,q2,35267,99427375.07701047
ladakh,194404,2022,q2,31848,150765059.0770013
ladakh,194101,2022,q3,320558,987012441.2115387
ladakh,194104,2022,q3,252253,692400225.3003747
ladakh,194201,2022,q3,138865,447577780.6149179
ladakh,194401,2022,q3,78063,282694980.31049764
ladakh,194103,2022,q3,67676,172870643.53104627
ladakh,194107,2022,q3,66414,194962643.17275846
ladakh,194102,2022,q3,58100,163338681.53460935
ladakh,194404,2022,q3,44884,212368409.06949016
ladakh,194105,2022,q3,40480,105748434.37612358
ladakh,194703,2022,q3,33746,90353822.98653208
ladakh,194104,2022,q4,253102,634954359.5981989
ladakh,194101,2022,q4,242758,650642182.7208587
ladakh,194201,2022,q4,128329,361948632.4458002
ladakh,194401,2022,q4,73153,227090234.7867395
ladakh,194103,2022,q4,62642,136252415.71828476
ladakh,194102,2022,q4,55644,138011380.5256229
ladakh,194107,2022,q4,54757,143326775.1819088
ladakh,194404,2022,q4,50950,195859048.4963047
ladakh,194105,2022,q4,41674,98531402.32250312
ladakh,194703,2022,q4,34085,90457957.39822572
lakshadweep,682551,2018,q1,455,1185781.9836028952
lakshadweep,682557,2018,q1,126,306892.6263795968
lakshadweep,682555,2018,q1,112,315190.9630783282
lakshadweep,682556,2018,q1,36,65846.34124138596
lakshadweep,682559,2018,q1,30,50800.07325442073
lakshadweep,682558,2018,q1,17,4038.9405583495122
lakshadweep,682552,2018,q1,2,60.25276276346384
lakshadweep,682551,2018,q2,1424,3906194.940106515
lakshadweep,682555,2018,q2,296,1089183.5393228563
lakshadweep,682557,2018,q2,195,510331.3790839945
lakshadweep,682559,2018,q2,110,383860.1558654683
lakshadweep,682552,2018,q2,53,209750.58477834408
lakshadweep,682556,2018,q2,39,69725.9554841474
lakshadweep,682554,2018,q2,8,3622.7656284776417
lakshadweep,682558,2018,q2,7,15140.219130735284
lakshadweep,682551,2018,q3,698,1556188.1663251773
lakshadweep,682555,2018,q3,412,1291876.1535955975
lakshadweep,682557,2018,q3,190,516103.47576152685
lakshadweep,682552,2018,q3,159,477561.31073856784
lakshadweep,682559,2018,q3,97,309504.5523544409
lakshadweep,682556,2018,q3,69,80265.42554576742
lakshadweep,682558,2018,q3,66,97766.19755502306
lakshadweep,682554,2018,q3,12,9767.030109748282
lakshadweep,682555,2018,q4,759,2004526.4450636166
lakshadweep,682557,2018,q4,301,1111395.751799847
lakshadweep,682551,2018,q4,186,445814.1111709622
lakshadweep,682559,2018,q4,143,278949.5883209809
lakshadweep,682552,2018,q4,118,416078.0738062297
lakshadweep,682556,2018,q4,108,152911.93502748723
