state,year,quater,district,transaction_count,transaction_amount
karnataka,2022,q1,tumakuru,20649123,37948656148.62866
karnataka,2022,q1,shivamogga,19949316,36172162298.55464
karnataka,2022,q2,bengaluru urban,786978117,1013933810932.2712
karnataka,2022,q2,mysuru,44272976,71755017847.05063
karnataka,2022,q2,belagavi,32214940,54330716392.87329
karnataka,2022,q2,dharwad,30334488,44220634322.54169
karnataka,2022,q2,bengaluru rural,29552291,45049848699.91369
karnataka,2022,q2,davanagere,28378650,46910152646.482544
karnataka,2022,q2,dakshina kannada,26596843,43058171123.945465
karnataka,2022,q2,ballari,25715246,43733106040.421875
karnataka,2022,q2,tumakuru,24528653,44297419510.108116
karnataka,2022,q2,shivamogga,24024769,42192013838.99083
karnataka,2022,q3,bengaluru urban,738035161,930886457807.8191
karnataka,2022,q3,mysuru,40705541,62142656687.51495
karnataka,2022,q3,belagavi,30506760,47452586439.87803
karnataka,2022,q3,bengaluru rural,29738665,43852997173.89528
karnataka,2022,q3,dharwad,25927571,34230149717.13926
karnataka,2022,q3,ballari,25020296,39977029009.67138
karnataka,2022,q3,tumakuru,24310727,41225194542.91735
karnataka,2022,q3,kalaburagi,20345468,34468548524.63291
karnataka,2022,q3,kolar,19634287,34773465329.38425
karnataka,2022,q3,dakshina kannada,17248777,25239674044.223103
karnataka,2022,q4,bengaluru urban,876647100,1092079302011.8887
karnataka,2022,q4,mysuru,44057659,67004180524.31279
karnataka,2022,q4,belagavi,36557938,56335376307.967834
karnataka,2022,q4,bengaluru rural,32555311,46931010610.96648
karnataka,2022,q4,dharwad,27717085,36289207502.73111
karnataka,2022,q4,ballari,27273315,44205335947.44105
karnataka,2022,q4,tumakuru,27089373,45262565516.08911
karnataka,2022,q4,kalaburagi,22515278,37601225202.6735
karnataka,2022,q4,kolar,20890491,35826431858.45456
karnataka,2022,q4,dakshina kannada,20604812,30207470651.062298
kerala,2018,q1,ernakulam,390006,630357709.4293847
kerala,2018,q1,malappuram,239508,256416524.03733116
kerala,2018,q1,kozhikode,206971,264216575.61410832
kerala,2018,q1,thiruvananthapuram,172079,275202215.58875674
kerala,2018,q1,thrissur,148871,200502461.32188034
kerala,2018,q1,palakkad,119324,155278345.54067275
kerala,2018,q1,kottayam,102446,132788590.21251318
kerala,2018,q1,kannur,92260,112128543.07612991
kerala,2018,q1,kollam,76713,93495184.48584011
kerala,2018,q1,alappuzha,74941,95014765.51241212
kerala,2018,q2,ernakulam,521535,992297917.6619761
kerala,2018,q2,malappuram,268993,394434596.38289905
kerala,2018,q2,kozhikode,262368,432276266.4294082
kerala,2018,q2,thiruvananthapuram,241695,447463532.2875792
kerala,2018,q2,thrissur,194698,323326151.5548469
kerala,2018,q2,palakkad,148865,247495543.94612932
kerala,2018,q2,kottayam,132766,219583423.42327893
kerala,2018,q2,kannur,123543,190249058.5368228
kerala,2018,q2,kollam,107011,158093455.3837409
kerala,2018,q2,alappuzha,101141,157158524.65667993
kerala,2018,q3,ernakulam,731827,1317858232.2431176
kerala,2018,q3,kozhikode,374581,602562108.7285002
kerala,2018,q3,thiruvananthapuram,341861,663088952.7638565
kerala,2018,q3,malappuram,323771,521343702.7156196
kerala,2018,q3,thrissur,265041,447258554.15207183
kerala,2018,q3,palakkad,201468,329702201.45452887
kerala,2018,q3,kottayam,185591,294011177.4497337
kerala,2018,q3,kannur,161613,256107072.92292744
kerala,2018,q3,kollam,154891,237302294.1078105
kerala,2018,q3,alappuzha,129138,208917711.7163746
kerala,2018,q4,ernakulam,1012043,1886966258.0311787
kerala,2018,q4,kozhikode,492826,852029000.8762002
kerala,2018,q4,thiruvananthapuram,475377,937541020.9487803
kerala,2018,q4,malappuram,445963,712275700.16859
kerala,2018,q4,thrissur,369941,669618693.0635448
kerala,2018,q4,palakkad,278099,493228367.318028
kerala,2018,q4,kottayam,244161,436012749.52668107
kerala,2018,q4,kannur,221021,387384391.7983955
kerala,2018,q4,kollam,201274,339663300.07618785
kerala,2018,q4,alappuzha,180730,307021229.6677927
kerala,2019,q1,ernakulam,1657527,2766048426.726511
kerala,2019,q1,thiruvananthapuram,736407,1242525637.5853531
kerala,2019,q1,kozhikode,705959,1018056389.0463976
kerala,2019,q1,malappuram,695313,892807636.0664955
kerala,2019,q1,thrissur,583045,940781808.7837636
kerala,2019,q1,palakkad,390957,618358114.4295684
kerala,2019,q1,kottayam,348566,558480707.3401135
kerala,2019,q1,kannur,309217,493947068.763232
kerala,2019,q1,kollam,267030,424402104.3678213
kerala,2019,q1,alappuzha,252186,388624847.98847747
kerala,2019,q2,ernakulam,2327469,4150046405.233533
kerala,2019,q2,thiruvananthapuram,897152,1608596589.681378
kerala,2019,q2,thrissur,768852,1369632612.6536586
kerala,2019,q2,malappuram,575048,950964374.0589199
kerala,2019,q2,kozhikode,540752,968227341.5065465
kerala,2019,q2,kottayam,373169,682101020.9961852
kerala,2019,q2,palakkad,358416,674063610.1443211
kerala,2019,q2,kannur,350753,624420173.4544072
kerala,2019,q2,kollam,285888,508491310.8754553
kerala,2019,q2,alappuzha,282582,473109181.5959674
kerala,2019,q3,ernakulam,2730518,5157574846.841607
kerala,2019,q3,thiruvananthapuram,1210326,2114421209.9453459
kerala,2019,q3,thrissur,913742,1653044268.9504735
kerala,2019,q3,kozhikode,791143,1229904356.4614897
kerala,2019,q3,malappuram,669092,1122314397.733013
kerala,2019,q3,palakkad,468478,831397770.4387538
kerala,2019,q3,kannur,467512,801246829.2133518
kerala,2019,q3,kottayam,455029,868646787.5281065
kerala,2019,q3,kollam,434861,713019785.4366323
kerala,2019,q3,alappuzha,412404,649647317.8447716
kerala,2019,q4,ernakulam,3714876,6519567750.700623
kerala,2019,q4,thiruvananthapuram,1653618,2665386104.807865
kerala,2019,q4,thrissur,1136317,2093913336.2620661
kerala,2019,q4,kozhikode,1048192,1646744139.5471349
kerala,2019,q4,malappuram,888327,1440292240.0345955
kerala,2019,q4,kollam,625681,942036912.2773268
kerala,2019,q4,kottayam,621352,1132028895.1782436
kerala,2019,q4,kannur,616688,1017939385.5907226
kerala,2019,q4,palakkad,607193,1069460193.0190685
kerala,2019,q4,alappuzha,581762,859960789.4064287
kerala,2020,q1,ernakulam,5025201,8938376106.912516
kerala,2020,q1,thiruvananthapuram,1957687,3050411160.545363
kerala,2020,q1,kozhikode,1568774,2563142658.862935
kerala,2020,q1,thrissur,1370029,2546348594.755377
kerala,2020,q1,malappuram,1032834,1707013551.1569433
kerala,2020,q1,kollam,773621,1132631398.2083387
kerala,2020,q1,kottayam,752571,1330711260.7580514
kerala,2020,q1,palakkad,715756,1196433777.4224691
kerala,2020,q1,kannur,703334,1073577708.9427073
kerala,2020,q1,alappuzha,655979,939182379.108365
kerala,2020,q2,ernakulam,4530511,9056027224.418602
kerala,2020,q2,thiruvananthapuram,1742767,2599631080.6226444
kerala,2020,q2,kozhikode,1566564,2243504596.608429
kerala,2020,q2,thrissur,1351787,2341058567.044311
kerala,2020,q2,malappuram,1257378,1803201659.9709346
kerala,2020,q2,kannur,998243,1189750957.3159876
kerala,2020,q2,kollam,893973,1193885128.3700097
kerala,2020,q2,palakkad,893115,1291966407.5463247
kerala,2020,q2,kottayam,761782,1204970922.4053957
kerala,2020,q2,alappuzha,755556,942056560.3210676
kerala,2020,q3,ernakulam,5931363,11683184896.523336
kerala,2020,q3,kozhikode,2170142,3948266707.5358214
kerala,2020,q3,thiruvananthapuram,2081035,3493171877.8317666
kerala,2020,q3,malappuram,1898768,3664780939.0939474
kerala,2020,q3,thrissur,1849073,3785405397.4936147
kerala,2020,q3,kollam,1338722,2289595646.9909644
kerala,2020,q3,kannur,1278504,2162452906.343422
kerala,2020,q3,palakkad,1116331,2004283358.564612
kerala,2020,q3,alappuzha,1034921,1556781058.1512263
kerala,2020,q3,kottayam,1001447,1888052939.6003127
kerala,2020,q4,ernakulam,8950159,14375193240.80718
kerala,2020,q4,kozhikode,3436777,5728144598.801697
kerala,2020,q4,thiruvananthapuram,3376010,5574649734.488936
kerala,2020,q4,malappuram,2988328,5198015036.320328
kerala,2020,q4,thrissur,2628494,5026840469.302741
kerala,2020,q4,kannur,1966681,3368866047.27071
kerala,2020,q4,kollam,1917078,3346551214.334015
kerala,2020,q4,palakkad,1675633,3102276857.5431166
kerala,2020,q4,alappuzha,1562242,2495781952.4534736
kerala,2020,q4,kottayam,1486474,2688432124.5928073
kerala,2021,q1,ernakulam,13390058,18947291978.111584
kerala,2021,q1,kozhikode,4287518,6990433691.332143
kerala,2021,q1,malappuram,4147591,6618671647.034931
kerala,2021,q1,thiruvananthapuram,3878020,6358411606.613166
kerala,2021,q1,thrissur,3475629,6417811869.899821
kerala,2021,q1,kollam,2127176,3821625432.235867
kerala,2021,q1,kannur,2044936,3708267084.541333
kerala,2021,q1,palakkad,1892633,3654239469.7430363
kerala,2021,q1,kottayam,1808155,3236942550.7439046
kerala,2021,q1,alappuzha,1681817,2825682876.840207
kerala,2021,q2,ernakulam,14177054,19704497753.319965
kerala,2021,q2,kozhikode,4726028,7499008472.489387
kerala,2021,q2,malappuram,4693842,7117221910.053398
kerala,2021,q2,thiruvananthapuram,4154572,6743334746.137385
kerala,2021,q2,thrissur,3881737,6752401585.982382
kerala,2021,q2,kollam,2534369,4330614971.237995
kerala,2021,q2,kannur,2477621,4226966852.6657553
kerala,2021,q2,palakkad,2232317,3954891660.8379817
kerala,2021,q2,kottayam,2131122,3543155910.9216585
kerala,2021,q2,alappuzha,1921008,3048000026.8000603
kerala,2021,q3,ernakulam,19207421,26757448740.357037
kerala,2021,q3,malappuram,6691321,10228243297.037325
kerala,2021,q3,kozhikode,6483184,10352351671.467161
kerala,2021,q3,thiruvananthapuram,5427449,9208113081.714626
kerala,2021,q3,thrissur,5059971,9074305921.546795
kerala,2021,q3,kollam,3321904,6085539500.552663
kerala,2021,q3,kannur,3200023,5705948607.452807
kerala,2021,q3,palakkad,2841134,5273353074.481867
kerala,2021,q3,kottayam,2719376,4787914328.51901
kerala,2021,q3,alappuzha,2505822,4227398745.1447935
kerala,2021,q4,ernakulam,25306923,32778937436.49068
kerala,2021,q4,malappuram,8689226,12215744694.721281
kerala,2021,q4,kozhikode,8306264,12437421004.466856
kerala,2021,q4,thiruvananthapuram,6802679,10882144450.411564
kerala,2021,q4,thrissur,6471411,10748756930.39449
kerala,2021,q4,kannur,4171542,6945109953.226888
kerala,2021,q4,kollam,4107417,7277474405.384279
kerala,2021,q4,palakkad,3813936,6473706354.941971
kerala,2021,q4,kottayam,3504049,5843770525.961052
kerala,2021,q4,alappuzha,3177335,5086522403.521093
kerala,2022,q1,ernakulam,29451475,36915318572.07093
kerala,2022,q1,malappuram,10270093,13968886082.9426
kerala,2022,q1,kozhikode,9526680,13732159882.74073
kerala,2022,q1,thiruvananthapuram,7747326,12106537679.278355
kerala,2022,q1,thrissur,7612460,12265599938.768522
kerala,2022,q1,kollam,4851496,8628660586.960697
kerala,2022,q1,kannur,4837076,7882293599.260639
kerala,2022,q1,palakkad,4504996,7445457072.7399845
kerala,2022,q1,kottayam,4029330,6642441538.163084
kerala,2022,q1,alappuzha,3687088,5795828219.423044
kerala,2022,q2,ernakulam,32257485,40076176147.54245
kerala,2022,q2,malappuram,11218062,15235042406.963663
kerala,2022,q2,kozhikode,10478852,15005755668.418482
kerala,2022,q2,thiruvananthapuram,8942858,13552082447.365555
kerala,2022,q2,thrissur,8767715,13850991972.685726
kerala,2022,q2,kollam,5799455,10109273068.99764
kerala,2022,q2,kannur,5415196,8864093942.922422
kerala,2022,q2,palakkad,4998295,8233196635.528811
kerala,2022,q2,kottayam,4440370,7095672952.24407
kerala,2022,q2,alappuzha,4151240,6503782725.4786625
kerala,2022,q3,ernakulam,35009862,41683362156.46341
kerala,2022,q3,thiruvananthapuram,11886964,16637313650.762661
kerala,2022,q3,malappuram,11727280,15435401577.943787
kerala,2022,q3,kozhikode,10298519,13830874892.026695
kerala,2022,q3,thrissur,9037575,12908229884.950268
kerala,2022,q3,kollam,7100622,10992059341.720556
kerala,2022,q3,palakkad,6174837,9220755480.574833
kerala,2022,q3,kottayam,5918541,8495120284.447549
kerala,2022,q3,alappuzha,5705022,7973274496.748119
kerala,2022,q3,kannur,5631041,8674487770.19761
kerala,2022,q4,ernakulam,39069167,44933855503.73201
kerala,2022,q4,thrissur,12802574,16539944197.055008
kerala,2022,q4,malappuram,12667960,16133583076.643559
kerala,2022,q4,thiruvananthapuram,12176949,16386992625.195726
kerala,2022,q4,kozhikode,11205522,14187898844.87042
kerala,2022,q4,kollam,7022669,10513248742.581398
kerala,2022,q4,palakkad,6558445,9566627508.647114
kerala,2022,q4,kottayam,6551967,9198738854.992409
kerala,2022,q4,kannur,6407573,9291348716.042475
kerala,2022,q4,alappuzha,6094707,8414450111.973735
ladakh,2018,q1,leh ladakh,4845,9101926.692070464
ladakh,2018,q1,kargil,1244,3430931.079044319
ladakh,2018,q2,leh ladakh,10969,33164160.35287711
ladakh,2018,q2,kargil,4041,14170742.18486436
ladakh,2018,q3,leh ladakh,18715,63917843.16930765
ladakh,2018,q3,kargil,6149,20173133.975538384
ladakh,2018,q4,leh ladakh,26838,103879000.36170287
ladakh,2018,q4,kargil,8373,31643842.130934663
ladakh,2019,q1,leh ladakh,36320,118531360.44614574
ladakh,2019,q1,kargil,9825,34328560.502981424
ladakh,2019,q2,leh ladakh,53483,201775862.19993445
ladakh,2019,q2,kargil,15289,57479644.79749023
ladakh,2019,q3,leh ladakh,78541,283288473.20134807
ladakh,2019,q3,kargil,13855,47841053.992474176
ladakh,2019,q4,leh ladakh,79404,302589608.5910406
ladakh,2019,q4,kargil,5302,22099751.43707087
ladakh,2020,q1,leh ladakh,92250,308889816.71047306
ladakh,2020,q1,kargil,24169,68749860.73527025
ladakh,2020,q2,leh ladakh,116607,398378484.5171527
ladakh,2020,q2,kargil,38403,125414514.13487196
ladakh,2020,q3,leh ladakh,174514,652346606.2279811
ladakh,2020,q3,kargil,53708,183140893.83021227
ladakh,2020,q4,leh ladakh,252454,869280793.9100087
ladakh,2020,q4,kargil,79680,242682676.5979519
ladakh,2021,q1,leh ladakh,216659,801921555.5582755
ladakh,2021,q1,kargil,58756,181498257.68860364
ladakh,2021,q2,leh ladakh,307802,1142273759.759401
ladakh,2021,q2,kargil,91914,284985335.7109178
ladakh,2021,q3,leh ladakh,462038,1769463336.5355487
ladakh,2021,q3,kargil,128949,444521407.39904046
ladakh,2021,q4,leh ladakh,495230,1736886845.1005516
ladakh,2021,q4,kargil,134957,416648293.6797176
ladakh,2022,q1,leh ladakh,500666,1653910267.0664318
ladakh,2022,q1,kargil,129349,371130651.7757771
ladakh,2022,q2,leh ladakh,888735,2898954648.724365
ladakh,2022,q2,kargil,229338,644363529.2719021
ladakh,2022,q3,leh ladakh,946345,2958028223.6015
ladakh,2022,q3,kargil,244513,647171126.7724075
ladakh,2022,q4,leh ladakh,850164,2346066905.1393
ladakh,2022,q4,kargil,233208,548410667.5396476
lakshadweep,2018,q1,lakshadweep,778,1928611.1808777403
lakshadweep,2018,q2,lakshadweep,2132,6187809.539400538
lakshadweep,2018,q3,lakshadweep,1703,4339032.311985849
lakshadweep,2018,q4,lakshadweep,1642,4463213.698222831
lakshadweep,2019,q1,lakshadweep,2481,8786130.479338996
lakshadweep,2019,q2,lakshadweep,2926,9242524.13698889
lakshadweep,2019,q3,lakshadweep,3104,9651761.46376847
lakshadweep,2019,q4,lakshadweep,3765,11269913.40492385
lakshadweep,2020,q1,lakshadweep,5151,13502368.574504208
lakshadweep,2020,q2,lakshadweep,7220,16942922.08594439
lakshadweep,2020,q3,lakshadweep,8589,21306833.308656827
lakshadweep,2020,q4,lakshadweep,11650,30111317.917080387
lakshadweep,2021,q1,lakshadweep,9085,27042782.914081156
lakshadweep,2021,q2,lakshadweep,11384,27383463.65795153
lakshadweep,2021,q3,lakshadweep,13370,38803163.698768154
lakshadweep,2021,q4,lakshadweep,15470,50998185.528381005
lakshadweep,2022,q1,lakshadweep,16397,54939432.65393007
lakshadweep,2022,q2,lakshadweep,17569,55929601.98990567
lakshadweep,2022,q3,lakshadweep,15241,47580009.61750026
lakshadweep,2022,q4,lakshadweep,17147,54813873.614936255
madhya pradesh,2018,q1,bhopal,1704495,1905473874.8326716
madhya pradesh,2018,q1,indore,1066784,1455149304.9952686
madhya pradesh,2018,q1,gwalior,354555,437805408.20386726
madhya pradesh,2018,q1,jabalpur,294739,336129604.08967173
madhya pradesh,2018,q1,sehore,262578,253627459.66805387
madhya pradesh,2018,q1,ujjain,223180,258084907.59517384
madhya pradesh,2018,q1,sagar,217079,158907811.38195506
madhya pradesh,2018,q1,rewa,210786,249549304.77768275
madhya pradesh,2018,q1,dewas,187518,204604018.77963144
madhya pradesh,2018,q1,dhar,183246,206440756.11008483
madhya pradesh,2018,q2,bhopal,2101870,3162583722.7483263
madhya pradesh,2018,q2,indore,1375908,2404399122.9028625
madhya pradesh,2018,q2,gwalior,489851,768942832.0715543
madhya pradesh,2018,q2,jabalpur,422639,584301958.944094
madhya pradesh,2018,q2,sehore,344826,478416852.5884154
madhya pradesh,2018,q2,rewa,298854,492363779.31866646
madhya pradesh,2018,q2,ujjain,291630,463505751.4854504
madhya pradesh,2018,q2,sagar,267894,314107092.19693184
madhya pradesh,2018,q2,satna,242463,270342008.7411064
madhya pradesh,2018,q2,dhar,238497,351923712.98836184
madhya pradesh,2018,q3,bhopal,3157810,4500771533.49004
madhya pradesh,2018,q3,indore,2082530,3633508421.8101254
madhya pradesh,2018,q3,sagar,792217,664927054.0421132
madhya pradesh,2018,q3,sehore,758026,813770551.0306485
madhya pradesh,2018,q3,gwalior,726317,1161920835.789859
madhya pradesh,2018,q3,jabalpur,701227,958869249.390048
madhya pradesh,2018,q3,rewa,566062,685929451.0927081
madhya pradesh,2018,q3,ujjain,498756,721272323.6353652
madhya pradesh,2018,q3,narsinghpur,426854,345889819.40697944
madhya pradesh,2018,q3,dhar,425936,570906796.1316426
madhya pradesh,2018,q4,bhopal,4226983,6249310700.95542
madhya pradesh,2018,q4,indore,2826520,5075021922.79704
madhya pradesh,2018,q4,gwalior,894712,1644666010.3465357
madhya pradesh,2018,q4,jabalpur,866243,1360238729.0313094
madhya pradesh,2018,q4,sehore,783146,1051788224.0566217
madhya pradesh,2018,q4,rewa,588836,933681137.7141752
madhya pradesh,2018,q4,ujjain,585638,981666410.735889
madhya pradesh,2018,q4,sagar,573261,742271402.2191862
madhya pradesh,2018,q4,dhar,536104,820460181.5187452
madhya pradesh,2018,q4,dewas,501654,821092172.381887
madhya pradesh,2019,q1,bhopal,8252290,9878412374.297678
madhya pradesh,2019,q1,indore,5731364,8462300131.378916
madhya pradesh,2019,q1,sehore,1598108,1381467050.209204
madhya pradesh,2019,q1,jabalpur,1489827,2066194878.07519
madhya pradesh,2019,q1,gwalior,1342886,2088543078.353699
madhya pradesh,2019,q1,dhar,976357,1063530759.7629424
madhya pradesh,2019,q1,ujjain,940607,1264261226.7636352
madhya pradesh,2019,q1,sagar,925998,1031788235.321145
madhya pradesh,2019,q1,dewas,911351,1084348082.083155
madhya pradesh,2019,q1,rewa,866533,1138882577.7546175
madhya pradesh,2019,q2,bhopal,12031142,17309015090.75333
madhya pradesh,2019,q2,indore,8459734,14340814113.22087
madhya pradesh,2019,q2,jabalpur,2003659,3365108021.1103716
madhya pradesh,2019,q2,gwalior,1264694,2419928141.075864
madhya pradesh,2019,q2,sehore,1000398,1498323453.5966249
madhya pradesh,2019,q2,ujjain,869522,1520840061.8610396
madhya pradesh,2019,q2,sagar,758405,1228020791.0177653
madhya pradesh,2019,q2,hoshangabad,733352,1398321448.0271442
madhya pradesh,2019,q2,rewa,718741,1390495018.41335
madhya pradesh,2019,q2,dewas,705805,1221413819.1866453
madhya pradesh,2019,q3,bhopal,15339970,19449113922.050434
madhya pradesh,2019,q3,indore,11739888,17332954157.395485
madhya pradesh,2019,q3,jabalpur,2424190,3585214328.9999766
madhya pradesh,2019,q3,gwalior,1945426,2938882604.9629474
madhya pradesh,2019,q3,ujjain,1287391,1861274343.6180212
madhya pradesh,2019,q3,sehore,1227719,1645829156.9951177
madhya pradesh,2019,q3,dewas,992605,1490521770.4985013
madhya pradesh,2019,q3,rewa,935300,1453796034.8352695
madhya pradesh,2019,q3,sagar,935229,1347968051.4244916
madhya pradesh,2019,q3,dhar,895526,1358217450.0838826
madhya pradesh,2019,q4,bhopal,18062429,24303685079.877422
madhya pradesh,2019,q4,indore,15879423,23175261773.68209
madhya pradesh,2019,q4,jabalpur,2901762,4636477563.561832
madhya pradesh,2019,q4,gwalior,2509157,4050254390.723213
madhya pradesh,2019,q4,ujjain,1649254,2534823488.3187428
madhya pradesh,2019,q4,sehore,1629869,2294177801.2437177
madhya pradesh,2019,q4,dewas,1251392,2061011651.7828116
madhya pradesh,2019,q4,sagar,1218814,1853137602.0859163
madhya pradesh,2019,q4,dhar,1194971,1868318600.635218
madhya pradesh,2019,q4,rewa,1160674,2078184265.1862037
madhya pradesh,2020,q1,indore,20249473,30491290764.19948
madhya pradesh,2020,q1,bhopal,18872294,26955303213.752163
madhya pradesh,2020,q1,jabalpur,3486010,5963024021.3977585
madhya pradesh,2020,q1,gwalior,2793829,4742983278.610157
madhya pradesh,2020,q1,ujjain,1956388,2984071094.5180407
madhya pradesh,2020,q1,sehore,1747508,2672516076.5999746
madhya pradesh,2020,q1,chhindwara,1550995,2660677487.5778346
madhya pradesh,2020,q1,dewas,1550696,2464387871.393967
madhya pradesh,2020,q1,dhar,1500274,2336164021.151242
madhya pradesh,2020,q1,rewa,1358528,2622020903.5922184
madhya pradesh,2020,q2,bhopal,14074026,27679446324.45678
madhya pradesh,2020,q2,indore,13320426,28685653051.73161
madhya pradesh,2020,q2,gwalior,2624767,4775816368.953523
madhya pradesh,2020,q2,jabalpur,2318052,4127023650.0580335
madhya pradesh,2020,q2,ujjain,2060273,3502234253.762901
madhya pradesh,2020,q2,sehore,2007098,3502556848.342663
madhya pradesh,2020,q2,chhindwara,1950309,3543387312.8824368
madhya pradesh,2020,q2,dewas,1913320,3316587068.990117
madhya pradesh,2020,q2,rewa,1877915,3929625254.5108604
madhya pradesh,2020,q2,dhar,1792207,2906918483.5859733
madhya pradesh,2020,q3,bhopal,29560361,57525605025.512215
madhya pradesh,2020,q3,indore,17544816,31851463020.761208
madhya pradesh,2020,q3,gwalior,3978884,7817520356.40003
madhya pradesh,2020,q3,jabalpur,3568035,6733555697.65695
madhya pradesh,2020,q3,ujjain,2921971,5297389626.97533
madhya pradesh,2020,q3,dhar,2527639,4260243322.8625326
madhya pradesh,2020,q3,sehore,2512141,4197137117.0135603
madhya pradesh,2020,q3,dewas,2498225,4394184455.067969
madhya pradesh,2020,q3,chhindwara,2113701,3726188140.6403146
madhya pradesh,2020,q3,rewa,2086383,3959365505.5119104
madhya pradesh,2020,q4,bhopal,38492334,67905952477.88091
madhya pradesh,2020,q4,indore,25715586,42359214660.836296
madhya pradesh,2020,q4,gwalior,6115831,12129267094.949297
madhya pradesh,2020,q4,jabalpur,5245511,9769636688.245636
madhya pradesh,2020,q4,ujjain,4280284,7849328204.967745
madhya pradesh,2020,q4,dhar,3833814,6450900581.257767
madhya pradesh,2020,q4,dewas,3659099,6453013619.067839
madhya pradesh,2020,q4,sehore,3633263,6071266571.198605
madhya pradesh,2020,q4,chhindwara,3170211,5890642613.695305
madhya pradesh,2020,q4,rewa,3045335,6440539078.097477
madhya pradesh,2021,q1,bhopal,67309234,101725720745.41441
madhya pradesh,2021,q1,indore,37457244,53867415617.00962
madhya pradesh,2021,q1,gwalior,7162483,13365571399.680473
madhya pradesh,2021,q1,jabalpur,6508756,11341470367.935308
madhya pradesh,2021,q1,ujjain,4926814,8661804508.825624
madhya pradesh,2021,q1,dhar,4368739,7366487165.421755
madhya pradesh,2021,q1,dewas,3992803,6833124438.36656
madhya pradesh,2021,q1,sehore,3804912,6207673600.695252
madhya pradesh,2021,q1,chhindwara,3281453,6171721022.75809
madhya pradesh,2021,q1,sagar,3149917,5653447301.758538
madhya pradesh,2021,q2,bhopal,74643630,127038866031.39793
madhya pradesh,2021,q2,indore,34159162,59026805792.65047
madhya pradesh,2021,q2,gwalior,7475892,15466583871.368423
madhya pradesh,2021,q2,jabalpur,6808088,12879587251.083908
madhya pradesh,2021,q2,dhar,5029916,9012726646.390884
madhya pradesh,2021,q2,ujjain,4879699,9676724764.226078
madhya pradesh,2021,q2,dewas,4430778,8482648817.275978
madhya pradesh,2021,q2,sehore,4199604,7779826903.455323
madhya pradesh,2021,q2,chhindwara,3787673,7484666557.941613
madhya pradesh,2021,q2,rewa,3692722,8211449728.951238
madhya pradesh,2021,q3,bhopal,103403998,146735124186.2163
madhya pradesh,2021,q3,indore,55970712,81712956761.21715
madhya pradesh,2021,q3,gwalior,10677148,19237891487.133667
madhya pradesh,2021,q3,jabalpur,9691966,16293034528.474735
madhya pradesh,2021,q3,ujjain,7652620,13233697399.244934
madhya pradesh,2021,q3,dhar,7010257,11371461567.624537
madhya pradesh,2021,q3,dewas,6092595,9986506658.490002
madhya pradesh,2021,q3,sehore,5466240,8629273157.345976
madhya pradesh,2021,q3,chhindwara,5106996,8670292561.634789
madhya pradesh,2021,q3,sagar,4691027,8366148265.503399
madhya pradesh,2021,q4,bhopal,134176541,190196223229.17584
madhya pradesh,2021,q4,indore,73486993,107685836352.74806
madhya pradesh,2021,q4,gwalior,13721879,25012279408.26774
madhya pradesh,2021,q4,jabalpur,12476449,20920967750.048428
madhya pradesh,2021,q4,ujjain,9436286,16998154949.070953
madhya pradesh,2021,q4,dhar,8770665,14454487270.115353
madhya pradesh,2021,q4,dewas,7659615,13007477185.675833
madhya pradesh,2021,q4,sehore,6733399,10809509304.10481
madhya pradesh,2021,q4,chhindwara,6522234,11185696130.666462
madhya pradesh,2021,q4,rewa,6195961,12315058116.409243
madhya pradesh,2022,q1,bhopal,159892411,221096758835.2795
madhya pradesh,2022,q1,indore,82698834,117708333766.98831
madhya pradesh,2022,q1,gwalior,15549106,27692015434.858017
madhya pradesh,2022,q1,jabalpur,14198131,23727705882.80347
madhya pradesh,2022,q1,ujjain,11174270,19317822240.980057
madhya pradesh,2022,q1,dhar,10117283,16593117838.03894
madhya pradesh,2022,q1,dewas,8873232,14573666819.387135
madhya pradesh,2022,q1,sehore,7782311,12240349684.93433
madhya pradesh,2022,q1,chhindwara,7709009,12667985167.90129
madhya pradesh,2022,q1,sagar,7000254,11999611899.066284
madhya pradesh,2022,q2,bhopal,185588829,255910395858.58392
madhya pradesh,2022,q2,indore,94002709,130634964642.79424
madhya pradesh,2022,q2,gwalior,18027874,32093579424.108437
madhya pradesh,2022,q2,jabalpur,16889784,27629576719.43084
madhya pradesh,2022,q2,ujjain,12860422,22270090166.47255
madhya pradesh,2022,q2,dhar,11567048,18840900182.77164
madhya pradesh,2022,q2,dewas,9969749,16816037627.773096
madhya pradesh,2022,q2,chhindwara,8962440,14596356954.002365
madhya pradesh,2022,q2,sehore,8725327,14417789308.970549
madhya pradesh,2022,q2,rewa,8417985,16928268530.619324
madhya pradesh,2022,q3,chhindwara,169367916,236429180484.71173
madhya pradesh,2022,q3,bhopal,156507125,194323899841.67703
madhya pradesh,2022,q3,indore,140075797,181342408308.11453
madhya pradesh,2022,q3,gwalior,19510123,31696730031.83982
madhya pradesh,2022,q3,jabalpur,17564654,26204520330.92041
madhya pradesh,2022,q3,ujjain,14059587,21942517753.50229
madhya pradesh,2022,q3,dhar,12392412,18195974455.547993
madhya pradesh,2022,q3,dewas,10823857,16145007712.632084
madhya pradesh,2022,q3,rewa,8837903,14504856959.73714
madhya pradesh,2022,q3,sehore,8802203,12815375203.387741
madhya pradesh,2022,q4,chhindwara,245710341,350638062974.8574
